Timestamp (Elapsed time in seconds),PID,FPS,FPS 1(%) Low,Render Latency(MSec),Average PC Latency(MSec),CPU Utilization(%),GPU1 Utilization(%),GPU1 Temperature(Degrees celsius),GPU1 Frequency(MHz),GPU1 Memory Frequency(MHz),GPU1 Voltage(Milli Volts),GPU1 Fan1 Speed (RPM),GPU1 Fan2 Speed (RPM),GPU2 Utilization(%),GPU2 Temperature(Degrees celsius),GPU2 Frequency(MHz),GPU2 Memory Frequency(MHz),GPU2 Voltage(Milli Volts),GPU2 Fan1 Speed (RPM),GPU2 Fan2 Speed (RPM),
0.399,31000,59.487,39.717,1.325,0.000,22.000,41.000,36.000,450.000,810.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.905,31000,59.487,39.717,1.325,0.000,19.000,0.000,0.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1.418,31000,59.460,39.798,2.041,0.000,19.000,24.000,0.000,480.000,810.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1.934,31000,59.460,39.798,2.041,0.000,10.000,0.000,36.000,480.000,810.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.450,31000,60.061,58.936,1.496,0.000,9.000,0.000,36.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.964,31000,60.061,58.936,1.496,0.000,10.000,24.000,0.000,0.000,0.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3.471,31000,60.005,59.163,1.681,0.000,8.000,0.000,0.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3.985,31000,60.005,59.163,1.681,0.000,10.000,0.000,36.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4.496,31000,59.949,59.206,1.952,0.000,15.000,34.000,0.000,0.000,0.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5.011,31000,59.949,59.206,1.952,0.000,14.000,0.000,36.000,330.000,405.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5.522,31000,60.044,59.181,1.917,0.000,10.000,39.000,0.000,0.000,0.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6.039,31000,60.044,59.181,1.917,0.000,10.000,0.000,36.000,375.000,405.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6.553,31000,59.983,58.117,1.778,0.000,12.000,34.000,0.000,390.000,405.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6.553,31000,59.983,58.117,1.778,0.000,12.000,34.000,0.000,390.000,405.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7.070,31000,60.000,57.829,6.017,0.000,14.000,0.000,0.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7.581,31000,60.000,57.829,6.017,0.000,24.000,0.000,36.000,420.000,810.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.094,31000,59.002,30.056,1.581,0.000,16.000,0.000,36.000,360.000,405.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.609,31000,59.002,30.056,1.581,0.000,14.000,0.000,36.000,360.000,405.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.123,31000,59.072,30.056,1.498,0.000,15.000,0.000,36.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.637,31000,59.072,30.056,1.498,0.000,13.000,27.000,36.000,345.000,405.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.154,31000,60.041,59.453,1.788,0.000,17.000,0.000,36.000,0.000,0.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.664,31000,60.041,59.453,1.788,0.000,10.000,0.000,36.000,0.000,0.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11.176,31000,58.956,30.033,1.692,0.000,27.000,23.000,36.000,555.000,810.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11.687,31000,58.956,30.033,1.692,0.000,16.000,23.000,36.000,555.000,810.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12.203,31000,58.939,30.033,1.115,0.000,11.000,40.000,36.000,465.000,810.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12.712,31000,58.939,30.033,1.115,0.000,22.000,40.000,36.000,465.000,810.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13.227,31000,59.951,58.477,1.482,0.000,10.000,24.000,36.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13.743,31000,59.951,58.477,1.482,0.000,8.000,0.000,36.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14.257,31000,60.014,58.669,2.375,0.000,11.000,0.000,0.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14.769,31000,60.014,58.669,2.375,0.000,9.000,0.000,36.000,345.000,405.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15.285,31000,60.111,58.965,1.889,0.000,9.000,40.000,0.000,360.000,405.000,0.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15.801,31000,60.111,58.965,1.889,0.000,9.000,38.000,0.000,375.000,405.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16.316,31000,59.977,58.564,1.761,0.000,9.000,0.000,36.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16.826,31000,59.977,58.564,1.761,0.000,13.000,24.000,0.000,435.000,810.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17.342,31000,59.986,58.859,1.690,0.000,9.000,24.000,36.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17.854,31000,59.986,58.859,1.690,0.000,9.000,24.000,0.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18.370,31000,59.983,59.206,1.643,0.000,10.000,0.000,36.000,315.000,405.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18.882,31000,59.983,59.206,1.643,0.000,9.000,0.000,0.000,315.000,405.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19.395,31000,59.986,58.801,1.816,0.000,9.000,38.000,36.000,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
